Date,PortNumber,ServiceName,RequestedBy,ChangeDescription,ExecutionGrp

Mon Jul 4 10:08:00 AST 2016 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, Added the new object(Headers features) in BKIC service getVehicleQutationData method
Wed Sep 21 11:18:12 AST 2016 , 7848, NGI_VehicleInsuranceCBBReports, Gayathri, 1.Changed the date format from date to timestamp and changed the errorcode from VICBBR-0004 to VICBBR-0002 for no data found
Wed Sep 21 11:21:48 AST 2016 , 7848, EWAGoEbillService, Venkat, Added the URLEncoder in Java for Encrypting the Activation URL values
Wed Sep 21 11:23:37 AST 2016 , 7854, EWAGoEbillService, Venkat, Added the URLEncoder in Java for Encrypting the Activation URL values
Wed Sep 21 12:43:14 AST 2016 , 7854, NGI_EWAGoEbillService, Venkat, Appended the Building number with Alpha value.Changed the Bar and properties file names to NGI_EWAGoEbillService
Wed Sep 21 12:45:13 AST 2016 , 7848, NGI_EWAGoEbillService, Venkat, Appended the Building number with Alpha value.Changed the Bar and properties file names to NGI_EWAGoEbillService
Thu Sep 22 16:49:11 AST 2016 , 7854, NGI_EWAGoEbillService, Venkat, Updated the logs and properties file
Thu Sep 22 16:52:17 AST 2016 , 7848, NGI_EWAGoEbillService, Venkat, Updated the logs and properties file
Thu Sep 22 17:08:52 AST 2016 , 7848, NGI_EWAGoEbillService, Venkat, Updated the logs and properties file
Thu Sep 22 17:09:41 AST 2016 , 7854, NGI_EWAGoEbillService, Venkat, Updated the logs and properties file
Sun Sep 25 10:29:18 AST 2016 , 7848, NGI_VRR_Service, Sudhakar, Add a new tag called FutureRenewalDate in backend wsdl to solve the calculation issue when the user tries to renew the vehicle after the registration expiry date and the vehicle was not registered for >= 1 year
Sun Sep 25 10:30:15 AST 2016 , 7854, NGI_VRR_Service, Sudhakar, Add a new tag called FutureRenewalDate in backend wsdl to solve the calculation issue when the user tries to renew the vehicle after the registration expiry date and the vehicle was not registered for >= 1 year
Sun Sep 25 10:30:57 AST 2016 , 7856, NGI_VRR_Service, Sudhakar, Add a new tag called FutureRenewalDate in backend wsdl to solve the calculation issue when the user tries to renew the vehicle after the registration expiry date and the vehicle was not registered for >= 1 year
Tue Sep 27 11:01:07 AST 2016 , 7848, NGI_EWAGoEbillService, Venkat, URL Change
Tue Sep 27 11:02:14 AST 2016 , 7854, NGI_EWAGoEbillService, Venkat, URL Change
Tue Sep 27 11:29:06 AST 2016 , 7854, NGI_EWAGoEbillService, Venkat, Changed the word .and. from .And. in the email subject 
Tue Sep 27 11:29:46 AST 2016 , 7848, NGI_EWAGoEbillService, the,  /NGIScripts/DeploymentScript/DeploymentScript.sh MOBILE_EXE_GRP NGI_EWAGoEbillService Changed
Tue Sep 27 15:06:56 AST 2016 , 7848, NGI_EWAGoEbillService, the,  /NGIScripts/DeploymentScript/DeploymentScript.sh MOBILE_EXE_GRP NGI_EWAGoEbillService Changed
Tue Sep 27 15:07:46 AST 2016 , 7854, NGI_EWAGoEbillService, Venkat, Changed the word .and. from .And. in the email subject 
Wed Sep 28 08:10:48 AST 2016 , 7848, NGI_EWAGoEbillService, Venkat, Minor changes
Wed Sep 28 08:11:47 AST 2016 , 7854, NGI_EWAGoEbillService, Venkat, Minor Changes
Wed Sep 28 10:35:45 AST 2016 , 7848, NGI-JuridicialAnnouncementService, Gayathri, Added new method GetAttachmentFile in the NGI wsdl
Wed Sep 28 15:42:15 AST 2016 , 7848, NGI_EWAGoEbillService, Venkat, Removed the Mobile and telephone number parameters while sending to backend
Wed Sep 28 15:43:56 AST 2016 , 7854, NGI_EWAGoEbillService, Venkat, Removed the Mobile and telephone number parameters while sending to backend
Wed Sep 28 16:18:10 AST 2016 , 7854, NGI_EWAGoEbillService, Venkat, Removed the Mobile and telephone number parameters while sending to backend
Wed Sep 28 16:19:03 AST 2016 , 7848, NGI_EWAGoEbillService, Venkat, Removed the Mobile and telephone number parameters while sending to backend
Thu Sep 29 12:55:56 AST 2016 , 7848, NGI_EWAGoEbillService, Venkat, Updated the templates ActivatedEmail - Ar and UpdateDetails En/Ar.Converted the MultipleFlag value to Arabic while sending an a mail, if lang is Arabic
Thu Sep 29 12:57:15 AST 2016 , 7854, NGI_EWAGoEbillService, Venkat, Updated the templates ActivatedEmail - Ar and UpdateDetails En/Ar.Converted the MultipleFlag value to Arabic while sending an a mail, if lang is Arabic
Thu Sep 29 13:35:18 AST 2016 , 7854, NGI_EWAGoEbillService, Venkat, Updated the templates ActivatedEmail - Ar and UpdateDetails En/Ar.Converted the MultipleFlag value to Arabic while sending an a mail, if lang is Arabic
Thu Sep 29 13:36:28 AST 2016 , 7848, NGI_EWAGoEbillService, Venkat, Updated the templates ActivatedEmail - Ar and UpdateDetails En/Ar.Converted the MultipleFlag value to Arabic while sending an a mail, if lang is Arabic
Thu Sep 29 15:15:06 AST 2016 , 7848, NGI_EWAGoEbillService, Sudhakar, Handled new ministry error code .008- vehicle details not found. with NGI error code .GDT-006. for methods .RetrieveOtherContraventionsForCPR. & .RetrieveOtherContraventionsForCR..
Thu Sep 29 15:18:04 AST 2016 , 7848, NGI_GDTDashboardService, Sudhakar, Handled new ministry error code .008- vehicle details not found. with NGI error code .GDT-006. for methods .RetrieveOtherContraventionsForCPR. & .RetrieveOtherContraventionsForCR..
Thu Sep 29 15:20:16 AST 2016 , 7854, NGI_GDTDashboardService, Sudhakar, Handled new ministry error code .008- vehicle details not found. with NGI error code .GDT-006. for methods .RetrieveOtherContraventionsForCPR. & .RetrieveOtherContraventionsForCR..
Thu Sep 29 15:21:41 AST 2016 , 7856, NGI_GDTDashboardService, Sudhakar, Handled new ministry error code .008- vehicle details not found. with NGI error code .GDT-006. for methods .RetrieveOtherContraventionsForCPR. & .RetrieveOtherContraventionsForCR..
Mon Oct 3 11:54:12 AST 2016 , 7848, NGI_NewVehicleRegistrationService, Sudhakar, .NVR Address validation. . fixed , Ministry modified complex type .vehiclePaymentAddressDTO. mandatory to optional
Mon Oct 3 16:46:46 AST 2016 , 7848, NGI_EWAGoEbillService, Venkat, Updated logs
Mon Oct 3 16:47:40 AST 2016 , 7854, NGI_EWAGoEbillService, Venkat, Updated logs
Wed Oct 5 09:39:53 AST 2016 , 7803, NGI-MOEAccredation_HTTPS, Gayathri, Added the three fields CertValidity, CertValidityAr, GraduationYear in the FetchRequestStatusDetails Response object
Wed Oct 5 09:41:30 AST 2016 , 7848, NGI-AccreditationServiceBPEL_HTTPS, Gayathri, Added the three fields CertValidity, CertValidityAr, GraduationYear in the FetchRequestStatusDetails Response object
Wed Oct 5 11:14:45 AST 2016 , 7845, NGI_MOH_NotifyNewApplicationService, Venkat, Updated the backend response parameter names
Wed Oct 5 11:57:38 AST 2016 , 7854, NGI_GovernmentDirectory, Thiyan, Updated
Thu Oct 6 13:20:50 AST 2016 , 7848, NGI-ExecutionServices, Gayathri, Added New Parameter eKeyUserId in SubmitToOpenExecutionFileRequest and SubmitNewExecutionDetailsRequest objects
Sun Oct 9 16:04:08 AST 2016 , 7848, NGI_UOBAdmissionService, Uma, Implemented new method UpdateContactDetails in the code
Mon Oct 10 11:30:56 AST 2016 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, Added the new error codes
Mon Oct 10 12:55:34 AST 2016 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, Updated the all amount parameters from decimal to String.
Thu Oct 13 09:42:57 AST 2016 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, Updated the properties file and Insurance upload service URL
Thu Oct 13 10:13:15 AST 2016 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, Updated the properties file and Insurance upload service URL
Thu Oct 13 10:49:59 AST 2016 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, Updated the properties file and Insurance upload service URL
Thu Oct 13 15:13:02 AST 2016 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, Updated the properties file and Insurance upload service URL
Sun Oct 16 08:34:46 AST 2016 , 7803, NGI-MOEAccredationService_DMZ_HTTP, Uma, Updated backend service wsdl (DMZ Service) to include 2 new fields: CertValidity & CertValidityAr in GetAllMinisterialDecree response object.
Sun Oct 16 08:37:28 AST 2016 , 7803, NGI-MOEAccredationService_DMZ_HTTP, Uma, Updated backend service wsdl (DMZ Service) to include 2 new fields: CertValidity & CertValidityAr in GetAllMinisterialDecree response object.Added the same fields in NGI service
Sun Oct 16 08:39:09 AST 2016 , 7848, NGI-AccreditationService_BPEL_HTTPS, Uma, Updated backend service wsdl (DMZ Service) to include 2 new fields: CertValidity & CertValidityAr in GetAllMinisterialDecree response object.Added the same fields in NGI service
Sun Oct 16 12:20:12 AST 2016 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, Added the new error codes in UpdateUserDetails method 
Mon Oct 17 09:45:25 AST 2016 , 7848, NGI_RetryFailedGDTUploadInsurenceService, Venkat, RetryFailedTransactionUploadScheduler NEW service
Mon Oct 17 15:35:46 AST 2016 , 7848, SFBServices, Thiyan, Latest Fix
Wed Oct 19 13:48:07 AST 2016 , 7848, NGI_RetryFailedGDTUploadInsurenceService, Venkat, Updated the logs
Wed Oct 19 15:12:04 AST 2016 , 7855, TawasulV30BAR, Thiyan, Service exposed for MOBILE from MOBILE execution
Wed Oct 19 15:15:35 AST 2016 , 7855, TawasulV30BAR, Thiyan, Wrongly Mobiel bar deployed in Portal-Tawasul Exe group
Wed Oct 19 15:16:25 AST 2016 , 7854, TawasulV30BAR, Thiyan, Service exposed for MOBILE from MOBILE execution
Thu Oct 20 13:08:20 AST 2016 , 7848, SFBServices, Thiyan, Latest Fix
Thu Oct 20 14:38:29 AST 2016 , 7845, NGI_AddPartner, Venkat, Updated the java files(ConvertIBM420ToUTF8).
Thu Oct 20 14:39:20 AST 2016 , 7845, NGI_AddPartner, Venkat, Updated the java files(ConvertIBM420ToUTF8).
Sun Oct 23 08:23:55 AST 2016 , 7848, NGI_NewVehicleRegistrationService, Sudhakar, 1) Modified table .NGI_NEW_VEHICLE_REG_MAKE_DEALER_LKP. with new column .DEALER_NAME.. 2) Mapped .AgentName. with .DEALER_NAME. in SaveNewVehicleDetails, UploadAndValidateNewVehicleDetails , RetrieveRegisteredVehicles  methods and Getting this .DEALER_NAME. value from database based on the DealerID
Mon Oct 24 08:09:22 AST 2016 , 7848, NGI-ExecutionServices, Uma, Fixed the issue while constructing the backend request. Element <eKeyUserId> was missing in the request while invoking backend
Mon Oct 24 08:25:01 AST 2016 , 7848, NGI-ExecutionServices, Uma, Fixed the issue while constructing the backend request. Element <eKeyUserId> was missing in the request while invoking backend
Tue Oct 25 13:11:03 AST 2016 , 7855, NationalComplaintsApprovalBAR, Sudhakar, Backend updated WSDL file with new element .Case Classification ., no code changes at middleware end
Wed Oct 26 13:38:20 AST 2016 , 7855, NationalComplaintsApprovalBAR, Sudhakar, Backend updated WSDL file with new element .Case Classification ., no code changes at middleware end
Sun Oct 30 12:02:17 AST 2016 , 7854, NGI_EWAGoEbillService, Venkat, Updated the validation email for Go eBill  from 24 hours to 72 hours validity
Sun Oct 30 12:05:01 AST 2016 , 7848, NGI_EWAGoEbillService, Venkat, Updated the validation email for Go eBill  from 24 hours to 72 hours validity
Mon Oct 31 13:34:41 AST 2016 , 7848, NGI-ExecutionServices, Uma, Changed the elements(PartyName & ExecutionNumber) order in code as per the wsdl for the below methods.GetPaymentDetailsForLawyers GetPaymentDetailsForUsers GetPerformanceDetailsForLawyers GetPerformanceDetailsForUsers
Mon Oct 31 14:40:18 AST 2016 , 7854, NGI-eRegisterServiceBPEL_HTTPS, Uma, MOFAeRegister service has been exposed to MOBILE, as per Pankul Approval
Mon Oct 31 14:55:47 AST 2016 , 7854, NGI-eRegisterServiceBPEL_HTTPS, Uma, MOFAeRegister service has been exposed to MOBILE, as per Pankul Approval
Mon Oct 31 15:04:20 AST 2016 , 7854, NGI-eRegisterServiceBPEL_HTTPS, Uma, MOFAeRegister service has been exposed to MOBILE, as per Pankul Approval
Mon Oct 31 15:12:59 AST 2016 , 7854, NGI-eRegisterServiceBPEL_HTTPS, Uma, MOFAeRegister service has been exposed to MOBILE, as per Pankul Approval
Tue Nov 1 14:27:31 AST 2016 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, Updated the BKIC insurance company Arabic name
Wed Nov 2 10:00:13 AST 2016 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, Updated the BKIC insurance company Arabic name
Thu Nov 3 12:42:25 AST 2016 , 7848, NGI-EskanBankService, Akram, Bug Fix
Thu Nov 3 13:21:17 AST 2016 , 7848, NGI-EskanBankService, Akram, Bug Fix
Thu Nov 3 13:27:43 AST 2016 , 7848, NGI-eBillBPELWrapper, Uma, DB name updated
Thu Nov 3 13:29:38 AST 2016 , 7854, NGI-eBillBPELWrapper, Uma, DB name updated
Thu Nov 3 13:30:33 AST 2016 , 7854, NGI-eBillBPELWrapper, Uma, DB name updated
Sun Nov 6 09:32:22 AST 2016 , 7848, NGI-ExecutionServices, Uma, 1.Added and implemented new method .CheckIfLawyerOrAuthorizedUser. which will return .T. or .F.. 2.Renamed the field .LawyerId. to .IdNumber. to avoid confusion in the request object of below methods.a.GetExecutionFileForLawyersb.GetPaymentDetailsForLawyersc.GetPerformanceDetailsForLawyerd.FetchLawyerContactDetailse.UpdateLawyerContactDetailsf.SearchNotificationDetails
Tue Nov 8 09:44:20 AST 2016 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, Backend has been updated the below changes.1.Added the new error code(017), if Vehicle value is > 30000.2.Added the new parameter(CODE_NAME) in getVehicleQutationData method.3.Provided the BKIC email id.s and same updated in Properties file.4.Added the new parameter (CODE_ID) in carReplacementOptionsArray, getAccidentCovergeStatus, getCivilStrikeCovergeStatus, getExcessTypes methods.
Wed Nov 9 09:53:14 AST 2016 , 7854, NGI-Gois_HTTPS, Venkat, GetSearchResult method response message is bigger and taking time to log. I have removed the response logs
Wed Nov 9 09:54:36 AST 2016 , 7844, NGI-Gois_HTTPS, Venkat, GetSearchResult method response message is bigger and taking time to log. I have removed the response logs
Wed Nov 9 11:53:25 AST 2016 , 7854, NGI-Gois_HTTPS, Venkat, GetSearchResult method response message is bigger and taking time to log. I have removed the response logs
Wed Nov 9 11:55:25 AST 2016 , 7844, NGI-Gois_HTTPS, Venkat, GetSearchResult method response message is bigger and taking time to log. I have removed the response logs
Wed Nov 9 12:03:07 AST 2016 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, 1.Updated the Comments_Ar parameter value in GetQuotations method.2.Updated the Email id.s in Properties file
Sun Nov 13 10:47:30 AST 2016 , 7856, NGI_GDTDashboardService, Sudhakar, Modified the code as backend implemented new method for GDT services to insert the postal details into DB
Sun Nov 13 10:50:33 AST 2016 , 7854, NGI_GDTDashboardService, Sudhakar, Modified the code as backend implemented new method for GDT services to insert the postal details into DB
Sun Nov 13 11:04:02 AST 2016 , 7848, NGI_GDTDashboardService, Sudhakar, Modified the code as backend implemented new method for GDT services to insert the postal details into DB
Sun Nov 13 11:12:18 AST 2016 , 7848, NGI_SubmitPostalTracking, Sudhakar, Modified the code as backend implemented new method for GDT services to insert the postal details into DB
Sun Nov 13 11:13:10 AST 2016 , 7803, NGI_SubmitPostalTracking, Sudhakar, Modified the code as backend implemented new method for GDT services to insert the postal details into DB
Sun Nov 13 11:23:11 AST 2016 , 7856, NGI_SubmitPostalTracking, Sudhakar, Modified the code as backend implemented new method for GDT services to insert the postal details into DB
Sun Nov 13 12:36:07 AST 2016 , 7856, NGI_VRR_Service, Sudhakar, Implemented new backend method RenewCompanyVehiclesRegistration to renew the private vehicles registration for CR users
Sun Nov 13 12:37:27 AST 2016 , 7848, NGI_VRR_Service, Sudhakar, Implemented new backend method RenewCompanyVehiclesRegistration to renew the private vehicles registration for CR users
Sun Nov 13 12:38:06 AST 2016 , 7854, NGI_VRR_Service, Sudhakar, Implemented new backend method RenewCompanyVehiclesRegistration to renew the private vehicles registration for CR users
Sun Nov 13 14:44:23 AST 2016 , 7848, NGI_SubmitPostalTracking, Sudhakar, Modified the code as backend implemented new method for GDT services to insert the postal details into DB
Sun Nov 13 14:45:03 AST 2016 , 7803, NGI_SubmitPostalTracking, Sudhakar, Modified the code as backend implemented new method for GDT services to insert the postal details into DB
Mon Nov 14 08:16:11 AST 2016 , 7848, NGI_NewVehicleRegistrationService, Sudhakar, Allowing new plate type .motorcycle. to registration new vehicle
Mon Nov 14 08:48:35 AST 2016 , 7848, NGI_RetryFailedGDTUploadInsurenceService, Venkat, Updated the Error codes
Tue Nov 15 12:38:25 AST 2016 , 7803, NGI-eRegisterService_HTTPS, Thiyan, Backend WS URL updated
Wed Nov 16 08:39:35 AST 2016 , 7803, NGI-eRegisterService_HTTP, Thiyan, Changed the ministry URL as mentioned in the below mail chain.Configured the username & password as UDP and added the same to properties file
Wed Nov 16 08:58:47 AST 2016 , 7803, NGI-eRegisterService_HTTP, Thiyan, Changed the ministry URL as mentioned in the below mail chain.Configured the username & password as UDP and added the same to properties file
Wed Nov 16 14:16:09 AST 2016 , 7848, NGI-ExecutionServices, User in the method: ValidateExecution., Handled backend error: ErrCode = 104; ErrDesc = Invalid
Thu Nov 17 11:28:57 AST 2016 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, 1.Added the InsuranceStandardFeatures in FetchRenewalInsurenceQutation method
